key,dex_number,name,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed
706_Hisuian Goodra,706,Hisuian Goodra,80,100,100,110,150,60
707_Klefki,707,Klefki,57,80,91,80,87,75
708_Phantump,708,Phantump,43,70,48,50,60,38
709_Trevenant,709,Trevenant,85,110,76,65,82,56
710_Pumpkaboo,710,Pumpkaboo,49,66,70,44,55,51
711_Gourgeist,711,Gourgeist,65,90,122,58,75,84
712_Bergmite,712,Bergmite,55,69,85,32,35,28
713_Avalugg,713,Avalugg,95,117,184,44,46,28
713_Hisuian Avalugg,713,Hisuian Avalugg,95,127,184,34,36,38
714_Noibat,714,Noibat,40,30,35,45,40,55
715_Noivern,715,Noivern,85,70,80,97,80,123
716_Neutral Xerneas,716,Neutral Xerneas,126,131,95,131,98,99
716_Xerneas,716,Xerneas,126,131,95,131,98,99
717_Yveltal,717,Yveltal,126,131,95,131,98,99
718_10% Zygarde,718,10% Zygarde,54,100,71,61,85,115
718_Complete Zygarde,718,Complete Zygarde,216,100,121,91,95,85
718_Zygarde,718,Zygarde,108,100,121,81,95,95
718_Zygarde Cell,718,Zygarde Cell,1,1,1,1,1,1
718_Zygarde Core,718,Zygarde Core,11,5,6,5,5,4
719_Diancie,719,Diancie,50,100,150,100,150,50
719_Mega Diancie,719,Mega Diancie,50,160,110,160,110,110
720_Hoopa,720,Hoopa,80,110,60,150,130,70
720_Hoopa Unbound,720,Hoopa Unbound,80,160,60,170,130,80
721_Volcanion,721,Volcanion,80,110,120,130,90,70
722_Rowlet,722,Rowlet,68,55,55,50,50,42
723_Dartrix,723,Dartrix,78,75,75,70,70,52
724_Decidueye,724,Decidueye,78,107,75,100,100,70
724_Hisuian Decidueye,724,Hisuian Decidueye,88,112,80,95,95,60
725_Litten,725,Litten,45,65,40,60,40,70
726_Torracat,726,Torracat,65,85,50,80,50,90
727_Incineroar,727,Incineroar,95,115,90,80,90,60
728_Popplio,728,Popplio,50,54,54,66,56,40
729_Brionne,729,Brionne,60,69,69,91,81,50
730_Primarina,730,Primarina,80,74,74,126,116,60
731_Pikipek,731,Pikipek,35,75,30,30,30,65
732_Trumbeak,732,Trumbeak,55,85,50,40,50,75
733_Toucannon,733,Toucannon,80,120,75,75,75,60
734_Yungoos,734,Yungoos,48,70,30,30,30,45
735_Gumshoos,735,Gumshoos,88,110,60,55,60,45
736_Grubbin,736,Grubbin,47,62,45,55,45,46
737_Charjabug,737,Charjabug,57,82,95,55,75,36
738_Vikavolt,738,Vikavolt,77,70,90,145,75,43
739_Crabrawler,739,Crabrawler,47,82,57,42,47,63
740_Crabominable,740,Crabominable,97,132,77,62,67,43
741_Oricorio,741,Oricorio,75,70,70,98,70,93
741_Pa'u Oricorio,741,Pa'u Oricorio,75,70,70,98,70,93
741_Pom-pom Oricorio,741,Pom-pom Oricorio,75,70,70,98,70,93
741_Sensu Oricorio,741,Sensu Oricorio,75,70,70,98,70,93
742_Cutiefly,742,Cutiefly,40,45,40,55,40,84
743_Ribombee,743,Ribombee,60,55,60,95,70,124
744_Rockruff,744,Rockruff,45,65,40,30,40,60
745_Dusk Lycanroc,745,Dusk Lycanroc,75,117,65,55,65,110
745_Lycanroc,745,Lycanroc,75,115,65,55,65,112
745_Midnight Lycanroc,745,Midnight Lycanroc,85,115,75,55,75,82
746_School Wishiwashi,746,School Wishiwashi,45,140,130,140,135,30
746_Wishiwashi,746,Wishiwashi,45,20,20,25,25,40
747_Mareanie,747,Mareanie,50,53,62,43,52,45
748_Toxapex,748,Toxapex,50,63,152,53,142,35
749_Mudbray,749,Mudbray,70,100,70,45,55,45
750_Mudsdale,750,Mudsdale,100,125,100,55,85,35
751_Dewpider,751,Dewpider,38,40,52,40,72,27
752_Araquanid,752,Araquanid,68,70,92,50,132,42
753_Fomantis,753,Fomantis,40,55,35,50,35,35
754_Lurantis,754,Lurantis,70,105,90,80,90,45
755_Morelull,755,Morelull,40,35,55,65,75,15
756_Shiinotic,756,Shiinotic,60,45,80,90,100,30
757_Salandit,757,Salandit,48,44,40,71,40,77
758_Salazzle,758,Salazzle,68,64,60,111,60,117
759_Stufful,759,Stufful,70,75,50,45,50,50
760_Bewear,760,Bewear,120,125,80,55,60,60
761_Bounsweet,761,Bounsweet,42,30,38,30,38,32
762_Steenee,762,Steenee,52,40,48,40,48,62
763_Tsareena,763,Tsareena,72,120,98,50,98,72
764_Comfey,764,Comfey,51,52,90,82,110,100
765_Oranguru,765,Oranguru,90,60,80,90,110,60
766_Passimian,766,Passimian,100,120,90,40,60,80
767_Wimpod,767,Wimpod,25,35,40,20,30,80
768_Golisopod,768,Golisopod,75,125,140,60,90,40
769_Sandygast,769,Sandygast,55,55,80,70,45,15
770_Palossand,770,Palossand,85,75,110,100,75,35
771_Pyukumuku,771,Pyukumuku,55,60,130,30,130,5
772_Type: Null,772,Type: Null,95,95,95,95,95,59
773_Bug Silvally,773,Bug Silvally,95,95,95,95,95,95
773_Dark Silvally,773,Dark Silvally,95,95,95,95,95,95
773_Dragon Silvally,773,Dragon Silvally,95,95,95,95,95,95
773_Electric Silvally,773,Electric Silvally,95,95,95,95,95,95
773_Fairy Silvally,773,Fairy Silvally,95,95,95,95,95,95
773_Fighting Silvally,773,Fighting Silvally,95,95,95,95,95,95
773_Fire Silvally,773,Fire Silvally,95,95,95,95,95,95
773_Flying Silvally,773,Flying Silvally,95,95,95,95,95,95
773_Ghost Silvally,773,Ghost Silvally,95,95,95,95,95,95
773_Grass Silvally,773,Grass Silvally,95,95,95,95,95,95
773_Ground Silvally,773,Ground Silvally,95,95,95,95,95,95
773_Ice Silvally,773,Ice Silvally,95,95,95,95,95,95
773_Poison Silvally,773,Poison Silvally,95,95,95,95,95,95
773_Psychic Silvally,773,Psychic Silvally,95,95,95,95,95,95
773_Rock Silvally,773,Rock Silvally,95,95,95,95,95,95
773_Silvally,773,Silvally,95,95,95,95,95,95
773_Steel Silvally,773,Steel Silvally,95,95,95,95,95,95
773_Water Silvally,773,Water Silvally,95,95,95,95,95,95
774_Blue Core Minior,774,Blue Core Minior,60,100,60,100,60,120
774_Blue Meteor Minior,774,Blue Meteor Minior,60,60,100,60,100,60
774_Green Core Minior,774,Green Core Minior,60,100,60,100,60,120
774_Green Meteor Minior,774,Green Meteor Minior,60,60,100,60,100,60
774_Indigo Core Minior,774,Indigo Core Minior,60,100,60,100,60,120
774_Indigo Meteor Minior,774,Indigo Meteor Minior,60,60,100,60,100,60
774_Minior,774,Minior,60,60,100,60,100,60
774_Orange Core Minior,774,Orange Core Minior,60,100,60,100,60,120
774_Orange Meteor Minior,774,Orange Meteor Minior,60,60,100,60,100,60
774_Red Core Minior,774,Red Core Minior,60,100,60,100,60,120
774_Red Meteor Minior,774,Red Meteor Minior,60,60,100,60,100,60
774_Violet Core Minior,774,Violet Core Minior,60,100,60,100,60,120
774_Violet Meteor Minior,774,Violet Meteor Minior,60,60,100,60,100,60
774_Yellow Core Minior,774,Yellow Core Minior,60,100,60,100,60,120
774_Yellow Meteor Minior,774,Yellow Meteor Minior,60,60,100,60,100,60
775_Komala,775,Komala,65,115,65,75,95,65
776_Turtonator,776,Turtonator,60,78,135,91,85,36
777_Togedemaru,777,Togedemaru,65,98,63,40,73,96
778_Mimikyu,778,Mimikyu,55,90,80,50,105,96
779_Bruxish,779,Bruxish,68,105,70,70,70,92
780_Drampa,780,Drampa,78,60,85,135,91,36
781_Dhelmise,781,Dhelmise,70,131,100,86,90,40
782_Jangmo-o,782,Jangmo-o,45,55,65,45,45,45
783_Hakamo-o,783,Hakamo-o,55,75,90,65,70,65
784_Kommo-o,784,Kommo-o,75,110,125,100,105,85
785_Tapu Koko,785,Tapu Koko,70,115,85,95,75,130
786_Tapu Lele,786,Tapu Lele,70,85,75,130,115,95
787_Tapu Bulu,787,Tapu Bulu,70,130,115,85,95,75
788_Tapu Fini,788,Tapu Fini,70,75,115,95,130,85
789_Cosmog,789,Cosmog,43,29,31,29,31,37
790_Cosmoem,790,Cosmoem,43,29,131,29,131,37
791_Solgaleo,791,Solgaleo,137,137,107,113,89,97
792_Lunala,792,Lunala,137,113,89,137,107,97
793_Nihilego,793,Nihilego,109,53,47,127,131,103
794_Buzzwole,794,Buzzwole,107,139,139,53,53,79
795_Pheromosa,795,Pheromosa,71,137,37,137,37,151
796_Xurkitree,796,Xurkitree,83,89,71,173,71,83
797_Celesteela,797,Celesteela,97,101,103,107,101,61
798_Kartana,798,Kartana,59,181,131,59,31,109
799_Guzzlord,799,Guzzlord,223,101,53,97,53,43
800_Dawn Wings Necrozma,800,Dawn Wings Necrozma,97,113,109,157,127,77
800_Dusk Mane Necrozma,800,Dusk Mane Necrozma,97,157,127,113,109,77
800_Necrozma,800,Necrozma,97,107,101,127,89,79
800_Ultra Necrozma,800,Ultra Necrozma,97,167,97,167,97,129
801_Magearna,801,Magearna,80,95,115,130,115,65
801_Original Magearna,801,Original Magearna,80,95,115,130,115,65
802_Marshadow,802,Marshadow,90,125,80,90,90,125
802_Zenith Marshadow,802,Zenith Marshadow,90,125,80,90,90,125
803_Poipole,803,Poipole,67,73,67,73,67,73
804_Naganadel,804,Naganadel,73,73,73,127,73,121
805_Stakataka,805,Stakataka,61,131,211,53,101,13
806_Blacephalon,806,Blacephalon,53,127,53,151,79,107
807_Zeraora,807,Zeraora,88,112,75,102,80,143
808_Meltan,808,Meltan,46,65,65,55,35,34
809_Gigantamax Melmetal,809,Gigantamax Melmetal,135,143,113,113,78,118
809_Melmetal,809,Melmetal,135,143,143,80,65,34
810_Grookey,810,Grookey,50,65,50,40,40,65
811_Thwackey,811,Thwackey,70,85,70,55,60,80
812_Gigantamax Rillaboom,812,Gigantamax Rillaboom,100,140,100,95,95,100
812_Rillaboom,812,Rillaboom,100,125,90,60,70,85
813_Scorbunny,813,Scorbunny,50,71,40,40,40,69
814_Raboot,814,Raboot,65,86,60,55,60,94
815_Cinderace,815,Cinderace,80,116,75,65,75,119
815_Gigantamax Cinderace,815,Gigantamax Cinderace,80,145,92,85,92,131
816_Sobble,816,Sobble,50,40,40,70,40,70
817_Drizzile,817,Drizzile,65,60,55,95,55,90
818_Gigantamax Inteleon,818,Gigantamax Inteleon,70,120,65,155,70,150
818_Inteleon,818,Inteleon,70,85,65,125,65,120
819_Skwovet,819,Skwovet,70,55,55,35,35,25
820_Greedent,820,Greedent,120,95,95,55,75,20
821_Rookidee,821,Rookidee,38,47,35,33,35,57
822_Corvisquire,822,Corvisquire,68,67,55,43,55,77
823_Corviknight,823,Corviknight,98,87,105,53,85,67
823_Gigantamax Corviknight,823,Gigantamax Corviknight,98,127,120,58,105,87
824_Blipbug,824,Blipbug,25,20,20,25,45,45
825_Dottler,825,Dottler,50,35,80,50,90,30
826_Gigantamax Orbeetle,826,Gigantamax Orbeetle,60,85,120,115,130,95
826_Orbeetle,826,Orbeetle,60,45,110,80,120,90
827_Nickit,827,Nickit,40,28,28,47,52,50
828_Thievul,828,Thievul,70,58,58,87,92,90
829_Gossifleur,829,Gossifleur,40,40,60,40,60,10
830_Eldegoss,830,Eldegoss,60,50,90,80,120,60
831_Wooloo,831,Wooloo,42,40,55,40,45,48
832_Dubwool,832,Dubwool,72,80,100,60,90,88
833_Chewtle,833,Chewtle,50,64,50,38,38,44
834_Drednaw,834,Drednaw,90,115,90,48,68,74
834_Gigantamax Drednaw,834,Gigantamax Drednaw,90,155,110,68,83,79
835_Yamper,835,Yamper,59,45,50,40,50,26
836_Boltund,836,Boltund,69,90,60,90,60,121
837_Rolycoly,837,Rolycoly,30,40,50,40,50,30
838_Carkol,838,Carkol,80,60,90,60,70,50
839_Coalossal,839,Coalossal,110,80,120,80,90,30
839_Gigantamax Coalossal,839,Gigantamax Coalossal,110,120,120,120,100,40
840_Applin,840,Applin,40,40,80,40,40,20
841_Flapple,841,Flapple,70,110,80,95,60,70
841_Gigantamax Flapple,841,Gigantamax Flapple,70,145,90,105,80,95
842_Appletun,842,Appletun,110,85,80,100,80,30
842_Gigantamax Appletun,842,Gigantamax Appletun,110,90,105,130,105,45
843_Silicobra,843,Silicobra,52,57,75,35,50,46
844_Gigantamax Sandaconda,844,Gigantamax Sandaconda,72,147,135,65,80,111
844_Sandaconda,844,Sandaconda,72,107,125,65,70,71
845_Cramorant,845,Cramorant,70,85,55,85,95,85
845_Gorging Cramorant,845,Gorging Cramorant,70,85,55,85,95,85
845_Gulping Cramorant,845,Gulping Cramorant,70,85,55,85,95,85
846_Arrokuda,846,Arrokuda,41,63,40,40,30,66
847_Barraskewda,847,Barraskewda,61,123,60,60,50,136
848_Toxel,848,Toxel,40,38,35,54,35,40
849_Amped Toxtricity,849,Amped Toxtricity,75,98,70,114,70,75
849_Gigantamax Amped Toxtricity,849,Gigantamax Amped Toxtricity,75,118,80,147,80,102
849_Gigantamax Low Key Toxtricity,849,Gigantamax Low Key Toxtricity,75,118,80,147,80,102
849_Low Key Toxtricity,849,Low Key Toxtricity,75,98,70,114,70,75
850_Sizzlipede,850,Sizzlipede,50,65,45,50,50,45
851_Centiskorch,851,Centiskorch,100,115,65,90,90,65
851_Gigantamax Centiskorch,851,Gigantamax Centiskorch,100,125,75,120,95,110
852_Clobbopus,852,Clobbopus,50,68,60,50,50,32
853_Grapploct,853,Grapploct,80,118,90,70,80,42
854_Sinistea,854,Sinistea,40,45,45,74,54,50
855_Polteageist,855,Polteageist,60,65,65,134,114,70
856_Hatenna,856,Hatenna,42,30,45,56,53,39
857_Hattrem,857,Hattrem,57,40,65,86,73,49
858_Gigantamax Hatterene,858,Gigantamax Hatterene,57,100,115,166,123,49
858_Hatterene,858,Hatterene,57,90,95,136,103,29
859_Impidimp,859,Impidimp,45,45,30,55,40,50
860_Morgrem,860,Morgrem,65,60,45,75,55,70
861_Gigantamax Grimmsnarl,861,Gigantamax Grimmsnarl,95,150,75,125,85,80
861_Grimmsnarl,861,Grimmsnarl,95,120,65,95,75,60
862_Obstagoon,862,Obstagoon,93,90,101,60,81,95
863_Perrserker,863,Perrserker,70,110,100,50,60,50
864_Cursola,864,Cursola,60,95,50,145,130,30
865_Sirfetch'd,865,Sirfetch'd,62,135,95,68,82,65
866_Mr. Rime,866,Mr. Rime,80,85,75,110,100,70
867_Runerigus,867,Runerigus,58,95,145,50,105,30
868_Milcery,868,Milcery,45,40,40,50,61,34
869_Alcremie,869,Alcremie,65,60,75,110,121,64
869_Gigantamax Alcremie,869,Gigantamax Alcremie,85,70,75,140,141,74
869_Vanilla Cream Berry Sweet Alcremie,869,Vanilla Cream Berry Sweet Alcremie,65,60,75,110,121,64
869_Vanilla Cream Clover Sweet Alcremie,869,Vanilla Cream Clover Sweet Alcremie,65,60,75,110,121,64
869_Vanilla Cream Flower Sweet Alcremie,869,Vanilla Cream Flower Sweet Alcremie,65,60,75,110,121,64
869_Vanilla Cream Love Sweet Alcremie,869,Vanilla Cream Love Sweet Alcremie,65,60,75,110,121,64
869_Vanilla Cream Ribbon Sweet Alcremie,869,Vanilla Cream Ribbon Sweet Alcremie,65,60,75,110,121,64
869_Vanilla Cream Star Sweet Alcremie,869,Vanilla Cream Star Sweet Alcremie,65,60,75,110,121,64
870_Falinks,870,Falinks,65,100,100,70,60,75
871_Pincurchin,871,Pincurchin,48,101,95,91,85,15
872_Snom,872,Snom,30,25,35,45,30,20
873_Frosmoth,873,Frosmoth,70,65,60,125,90,65
874_Stonjourner,874,Stonjourner,100,125,135,20,20,70
875_Eiscue,875,Eiscue,75,80,110,65,90,50
875_Noice Face Eiscue,875,Noice Face Eiscue,75,80,70,65,50,130
876_Indeedee,876,Indeedee,60,65,55,105,95,95
877_Hangry Morpeko,877,Hangry Morpeko,58,95,58,70,58,97
877_Morpeko,877,Morpeko,58,95,58,70,58,97
878_Cufant,878,Cufant,72,80,49,40,49,40
879_Copperajah,879,Copperajah,122,130,69,80,69,30
879_Gigantamax Copperajah,879,Gigantamax Copperajah,122,140,99,80,99,60
880_Dracozolt,880,Dracozolt,90,100,90,80,70,75
881_Arctozolt,881,Arctozolt,90,100,90,90,80,55
882_Dracovish,882,Dracovish,90,90,100,70,80,75
883_Arctovish,883,Arctovish,90,90,100,80,90,55
884_Duraludon,884,Duraludon,70,95,115,120,50,85
884_Gigantamax Duraludon,884,Gigantamax Duraludon,70,115,135,155,75,85
885_Dreepy,885,Dreepy,28,60,30,40,30,82
886_Drakloak,886,Drakloak,68,80,50,60,50,102
887_Dragapult,887,Dragapult,88,120,75,100,75,142
888_Crowned Zacian,888,Crowned Zacian,92,150,115,80,115,148
888_Zacian,888,Zacian,92,120,115,80,115,138
889_Crowned Zamazenta,889,Crowned Zamazenta,92,120,140,80,140,128
889_Zamazenta,889,Zamazenta,92,120,115,80,115,138
890_Eternamax Eternatus,890,Eternamax Eternatus,150,120,120,165,120,105
890_Eternatus,890,Eternatus,140,85,95,145,95,130
891_Kubfu,891,Kubfu,60,90,60,53,50,72
892_Gigantamax Rapid Strike Urshifu,892,Gigantamax Rapid Strike Urshifu,100,145,100,93,90,122
892_Gigantamax Single Strike Urshifu,892,Gigantamax Single Strike Urshifu,100,145,115,93,100,97
892_Rapid Strike Urshifu,892,Rapid Strike Urshifu,100,130,100,63,60,97
892_Urshifu,892,Urshifu,100,130,100,63,60,97
893_Dada Zarude,893,Dada Zarude,105,120,105,70,95,105
893_Zarude,893,Zarude,105,120,105,70,95,105
894_Regieleki,894,Regieleki,80,100,50,100,50,200
895_Regidrago,895,Regidrago,200,100,50,100,50,80
896_Glastrier,896,Glastrier,100,145,130,65,110,30
897_Spectrier,897,Spectrier,100,65,60,145,80,130
898_Calyrex,898,Calyrex,100,80,80,80,80,80
898_Ice Rider Calyrex,898,Ice Rider Calyrex,100,165,150,85,130,50
898_Shadow Rider Calyrex,898,Shadow Rider Calyrex,100,85,80,165,100,150
899_Wyrdeer,899,Wyrdeer,103,105,72,105,75,65
900_Kleavor,900,Kleavor,70,135,95,45,70,85
901_Bloodmoon Ursaluna,901,Bloodmoon Ursaluna,113,70,120,135,65,52
901_Ursaluna,901,Ursaluna,130,140,105,45,80,50
902_Basculegion,902,Basculegion,120,112,65,80,75,78
903_Sneasler,903,Sneasler,80,130,60,40,80,120
904_Overqwil,904,Overqwil,85,115,95,65,65,85
905_Enamorus,905,Enamorus,74,115,70,135,80,106
905_Therian Enamorus,905,Therian Enamorus,74,115,110,135,100,46
906_Sprigatito,906,Sprigatito,40,61,54,45,45,65
907_Floragato,907,Floragato,61,80,63,60,63,83
908_Meowscarada,908,Meowscarada,76,110,70,81,70,123
909_Fuecoco,909,Fuecoco,67,45,59,63,40,36
910_Crocalor,910,Crocalor,81,55,78,90,58,49
911_Skeledirge,911,Skeledirge,104,75,100,110,75,66
912_Quaxly,912,Quaxly,55,65,45,50,45,50
913_Quaxwell,913,Quaxwell,70,85,65,65,60,65
914_Quaquaval,914,Quaquaval,85,120,80,85,75,85
915_Lechonk,915,Lechonk,54,45,40,35,45,35
916_Oinkologne,916,Oinkologne,110,100,75,59,80,65
917_Tarountula,917,Tarountula,35,41,45,29,40,20
918_Spidops,918,Spidops,60,79,92,52,86,35
919_Nymble,919,Nymble,33,46,40,21,25,45
920_Lokix,920,Lokix,71,102,78,52,55,92
921_Pawmi,921,Pawmi,45,50,20,40,25,60
922_Pawmo,922,Pawmo,60,75,40,50,40,85
923_Pawmot,923,Pawmot,70,115,70,70,60,105
924_Tandemaus,924,Tandemaus,50,50,45,40,45,75
925_Family of Three Maushold,925,Family of Three Maushold,74,75,70,65,75,111
925_Maushold,925,Maushold,74,75,70,65,75,111
926_Fidough,926,Fidough,37,55,70,30,55,65
927_Dachsbun,927,Dachsbun,57,80,115,50,80,95
928_Smoliv,928,Smoliv,41,35,45,58,51,30
929_Dolliv,929,Dolliv,52,53,60,78,78,33
930_Arboliva,930,Arboliva,78,69,90,125,109,39
931_Blue Plumage Squawkabilly,931,Blue Plumage Squawkabilly,82,96,51,45,51,92
931_Squawkabilly,931,Squawkabilly,82,96,51,45,51,92
931_White Plumage Squawkabilly,931,White Plumage Squawkabilly,82,96,51,45,51,92
931_Yellow Plumage Squawkabilly,931,Yellow Plumage Squawkabilly,82,96,51,45,51,92
932_Nacli,932,Nacli,55,55,75,35,35,25
933_Naclstack,933,Naclstack,60,60,100,35,65,35
934_Garganacl,934,Garganacl,100,100,130,45,90,35
935_Charcadet,935,Charcadet,40,50,40,50,40,35
936_Armarouge,936,Armarouge,85,60,100,125,80,75
937_Ceruledge,937,Ceruledge,75,125,80,60,100,85
938_Tadbulb,938,Tadbulb,61,31,41,59,35,45
939_Bellibolt,939,Bellibolt,109,64,91,103,83,45
940_Wattrel,940,Wattrel,40,40,35,55,40,70
941_Kilowattrel,941,Kilowattrel,70,70,60,105,60,125
942_Maschiff,942,Maschiff,60,78,60,40,51,51
943_Mabosstiff,943,Mabosstiff,80,120,90,60,70,85
944_Shroodle,944,Shroodle,40,65,35,40,35,75
945_Grafaiai,945,Grafaiai,63,95,65,80,72,110
946_Bramblin,946,Bramblin,40,65,30,45,35,60
947_Brambleghast,947,Brambleghast,55,115,70,80,70,90
948_Toedscool,948,Toedscool,40,40,35,50,100,70
949_Toedscruel,949,Toedscruel,80,70,65,80,120,100
950_Klawf,950,Klawf,70,100,115,35,55,75
951_Capsakid,951,Capsakid,50,62,40,62,40,50
952_Scovillain,952,Scovillain,65,108,65,108,65,75
953_Rellor,953,Rellor,41,50,60,31,58,30
954_Rabsca,954,Rabsca,75,50,85,115,100,45
955_Flittle,955,Flittle,30,35,30,55,30,75
956_Espathra,956,Espathra,95,60,60,101,60,105
957_Tinkatink,957,Tinkatink,50,45,45,35,64,58
958_Tinkatuff,958,Tinkatuff,65,55,55,45,82,78
959_Tinkaton,959,Tinkaton,85,75,77,70,105,94
960_Wiglett,960,Wiglett,10,55,25,35,25,95
961_Wugtrio,961,Wugtrio,35,100,50,50,70,120
962_Bombirdier,962,Bombirdier,70,103,85,60,85,82
963_Finizen,963,Finizen,70,45,40,45,40,75
964_Hero Palafin,964,Hero Palafin,100,160,97,106,87,100
964_Palafin,964,Palafin,100,70,72,53,62,100
965_Varoom,965,Varoom,45,70,63,30,45,47
966_Revavroom,966,Revavroom,80,119,90,54,67,90
967_Battle Cyclizar,967,Battle Cyclizar,70,95,65,85,65,121
967_Cyclizar,967,Cyclizar,70,95,65,85,65,121
967_Ride Cyclizar,967,Ride Cyclizar,70,95,65,85,65,121
968_Orthworm,968,Orthworm,70,85,145,60,55,65
969_Glimmet,969,Glimmet,48,35,42,105,60,60
970_Glimmora,970,Glimmora,83,55,90,130,81,86
971_Greavard,971,Greavard,50,61,60,30,55,34
972_Houndstone,972,Houndstone,72,101,100,50,97,68
973_Flamigo,973,Flamigo,82,115,74,75,64,90
974_Cetoddle,974,Cetoddle,108,68,45,30,40,43
975_Cetitan,975,Cetitan,170,113,65,45,55,73
976_Veluza,976,Veluza,90,102,73,78,65,70
977_Dondozo,977,Dondozo,150,100,115,65,65,35
978_Droopy Tatsugiri,978,Droopy Tatsugiri,68,50,60,120,95,82
978_Stretchy Tatsugiri,978,Stretchy Tatsugiri,68,50,60,120,95,82
978_Tatsugiri,978,Tatsugiri,68,50,60,120,95,82
979_Annihilape,979,Annihilape,110,115,80,50,90,90
980_Clodsire,980,Clodsire,130,75,60,45,100,20
981_Farigiraf,981,Farigiraf,120,90,70,110,70,60
982_Dudunsparce,982,Dudunsparce,125,100,80,85,75,55
982_Three-Segment Dudunsparce,982,Three-Segment Dudunsparce,125,100,80,85,75,55
983_Kingambit,983,Kingambit,100,135,120,60,85,50
984_Great Tusk,984,Great Tusk,115,131,131,53,53,87
985_Scream Tail,985,Scream Tail,115,65,99,65,115,111
986_Brute Bonnet,986,Brute Bonnet,111,127,99,79,99,55
987_Flutter Mane,987,Flutter Mane,55,55,55,135,135,135
988_Slither Wing,988,Slither Wing,85,135,79,85,105,81
989_Sandy Shocks,989,Sandy Shocks,85,81,97,121,85,101
990_Iron Treads,990,Iron Treads,90,112,120,72,70,106
991_Iron Bundle,991,Iron Bundle,56,80,114,124,60,136
992_Iron Hands,992,Iron Hands,154,140,108,50,68,50
993_Iron Jugulis,993,Iron Jugulis,94,80,86,122,80,108
994_Iron Moth,994,Iron Moth,80,70,60,140,110,110
995_Iron Thorns,995,Iron Thorns,100,134,110,70,84,72
996_Frigibax,996,Frigibax,65,75,45,35,45,55
997_Arctibax,997,Arctibax,90,95,66,45,65,62
998_Baxcalibur,998,Baxcalibur,115,145,92,75,86,87
999_Gimmighoul,999,Gimmighoul,45,30,70,75,70,10
999_Roaming Gimmighoul,999,Roaming Gimmighoul,45,30,25,75,45,80
1000_Gholdengo,1000,Gholdengo,87,60,95,133,91,84
1001_Wo-Chien,1001,Wo-Chien,85,85,100,95,135,70
1002_Chien-Pao,1002,Chien-Pao,80,120,80,90,65,135
1003_Ting-Lu,1003,Ting-Lu,155,110,125,55,80,45
1004_Chi-Yu,1004,Chi-Yu,55,80,80,135,120,100
1005_Roaring Moon,1005,Roaring Moon,105,139,71,55,101,119
1006_Iron Valiant,1006,Iron Valiant,74,130,90,120,60,116
1007_Gliding Build Koraidon,1007,Gliding Build Koraidon,100,135,115,85,100,135
1007_Koraidon,1007,Koraidon,100,135,115,85,100,135
1007_Sprinting Build Koraidon,1007,Sprinting Build Koraidon,100,135,115,85,100,135
1008_Drive Mode Miraidon,1008,Drive Mode Miraidon,100,85,100,135,115,135
1008_Glide Mode Miraidon,1008,Glide Mode Miraidon,100,85,100,135,115,135
1008_Miraidon,1008,Miraidon,100,85,100,135,115,135
1009_Walking Wake,1009,Walking Wake,99,83,91,125,83,109
1010_Iron Leaves,1010,Iron Leaves,90,130,88,70,108,104
1011_Dipplin,1011,Dipplin,80,80,110,95,80,40
1012_Poltchageist,1012,Poltchageist,40,45,45,73,54,50
1013_Sinistcha,1013,Sinistcha,71,60,106,121,80,70
1014_Okidogi,1014,Okidogi,88,128,115,58,86,80
1015_Munkidori,1015,Munkidori,88,75,66,130,90,106
1016_Fezandipiti,1016,Fezandipiti,88,91,82,70,125,99
1017_Cornerstone Mask Ogerpon,1017,Cornerstone Mask Ogerpon,80,120,84,60,96,110
1017_Hearthflame Mask Ogerpon,1017,Hearthflame Mask Ogerpon,80,120,84,60,96,110
1017_Ogerpon,1017,Ogerpon,80,120,84,60,96,110
1017_Wellspring Mask Ogerpon,1017,Wellspring Mask Ogerpon,80,120,84,60,96,110
1018_Archaludon,1018,Archaludon,90,105,130,125,65,85
1019_Hydrapple,1019,Hydrapple,106,80,110,120,80,44
1020_Gouging Fire,1020,Gouging Fire,105,115,121,65,93,91
1021_Raging Bolt,1021,Raging Bolt,125,73,91,137,89,75
1022_Iron Boulder,1022,Iron Boulder,90,120,80,68,108,124
1023_Iron Crown,1023,Iron Crown,90,72,100,122,108,98
1024_Terapagos,1024,Terapagos,90,65,85,65,85,60
1024_Terastal Terapagos,1024,Terastal Terapagos,95,95,110,105,110,85
1025_Pecharunt,1025,Pecharunt,88,88,160,88,88,88
