name,cdn_number,emoji
Unown X,10300,<:__:1477332204773314650>
Unown Y,10301,<:__:1477332214755758232>
Unown Z,10302,<:__:1477332225836978229>
Unown Exclamation,10303,<:__:1477332236138184734>
Unown Question,10304,<:__:1477332246942974225>
Yellow Flower Flabébé,10305,<:__:1477332258036908156>
Orange Flower Flabébé,10306,<:__:1477332270070108180>
Blue Flower Flabébé,10307,<:__:1477332281525014598>
White Flower Flabébé,10308,<:__:1477332292438331393>
Yellow Flower Floette,10309,<:__:1477332303985246262>
Orange Flower Floette,10310,<:__:1477332314919932152>
Blue Flower Floette,10311,<:__:1477332326546407604>
White Flower Floette,10312,<:__:1477332337946525746>
Yellow Flower Florges,10313,<:__:1477332347346223147>
Orange Flower Florges,10314,<:__:1477332357781651476>
Blue Flower Florges,10315,<:__:1477332368678322358>
White Flower Florges,10316,<:__:1477332380229435464>
Spiky-eared Pichu,10317,<:__:1477332390350291138>
Sunshine Cherrim,10318,<:__:1477332404275380254>
East Sea Shellos,10319,<:__:1477332416556171334>
East Sea Gastrodon,10320,<:__:1477332433278996684>
Icy Snow Vivillon,10321,<:__:1477332443420823742>
Polar Vivillon,10322,<:__:1477332455404077209>
Tundra Vivillon,10323,<:__:1477332465633857709>
Continental Vivillon,10324,<:__:1477332477449076896>
Garden Vivillon,10325,<:__:1477332489377943613>
Elegant Vivillon,10326,<:__:1477332501268533278>
Modern Vivillon,10327,<:__:1477332513683669032>
Marine Vivillon,10328,<:__:1477332523687350322>
Archipelago Vivillon,10329,<:__:1477332534546272397>
High Plain Vivillon,10330,<:__:1477332546323877949>
Sandstorm Vivillon,10331,<:__:1477332556235018415>
River Vivillon,10332,<:__:1477332566661922947>
Monsoon Vivillon,10333,<:__:1477332578993438904>
Savanna Vivillon,10334,<:__:1477332588380160042>
Sun Vivillon,10335,<:__:1477332601248153772>
Ocean Vivillon,10336,<:__:1477332611813871697>
Jungle Vivillon,10337,<:__:1477332622047969382>
Fancy Vivillon,10338,<:__:1477332639735091392>
Poké Ball Vivillon,10339,<:__:1477332656688730162>
Summer Deerling,10340,<:__:1477332668810133565>
Autumn Deerling,10341,<:__:1477332679899742279>
Winter Deerling,10342,<:__:1477332691916554431>
Summer Sawsbuck,10343,<:__:1477332703350231154>
Autumn Sawsbuck,10344,<:__:1477332713378676948>
Winter Sawsbuck,10345,<:__:1477332724640387284>
Neutral Xerneas,10346,<:__:1477332734883139586>
Bug Arceus,10347,<:__:1477332746983571598>
Dark Arceus,10348,<:__:1477332763349876922>
Dragon Arceus,10349,<:__:1477332774972293240>
Electric Arceus,10350,<:__:1477332786544119810>
Fighting Arceus,10351,<:__:1477332797461889035>
Fire Arceus,10352,<:__:1477332809004744774>
Flying Arceus,10353,<:__:1477332820635418756>
Ghost Arceus,10354,<:__:1477332832220090400>
Grass Arceus,10355,<:__:1477332842718691401>
Ground Arceus,10356,<:__:1477332852864581895>
Ice Arceus,10357,<:__:1477332863924830249>
Poison Arceus,10358,<:__:1477332874167455977>
Psychic Arceus,10359,<:__:1477332885806649455>
Rock Arceus,10360,<:__:1477332897429061806>
Steel Arceus,10361,<:__:1477332909294751876>
Water Arceus,10362,<:__:1477332919843557499>
Fairy Arceus,10363,<:__:1477332931335688202>
Bug Silvally,10364,<:__:1477332941251154091>
Dark Silvally,10365,<:__:1477332952626233374>
Dragon Silvally,10366,<:__:1477332963426308249>
Electric Silvally,10367,<:__:1477332974859980820>
Fighting Silvally,10368,<:__:1477332986365214951>
Fire Silvally,10369,<:__:1477332996062187520>
Flying Silvally,10370,<:__:1477333007705575526>
Ghost Silvally,10371,<:__:1477333019348963328>
Grass Silvally,10372,<:__:1477333031156056187>
Ground Silvally,10373,<:__:1477333041742479533>
Ice Silvally,10374,<:__:1477333053683667126>
Poison Silvally,10375,<:__:1477333065742287153>
Psychic Silvally,10376,<:__:1477333077234548848>
Rock Silvally,10377,<:__:1477333088496386184>
Steel Silvally,10378,<:__:1477333099300786348>
Water Silvally,10379,<:__:1477333111296757952>
Fairy Silvally,10380,<:__:1477333122587562166>
Heart Trim Furfrou,10381,<:__:1477333132645765172>
Star Trim Furfrou,10382,<:__:1477333142263042062>
Diamond Trim Furfrou,10383,<:__:1477333152098812246>
Debutante Trim Furfrou,10384,<:__:1477333169517625435>
Matron Trim Furfrou,10385,<:__:1477333179668103350>
Dandy Trim Furfrou,10386,<:__:1477333190447202384>
La Reine Trim Furfrou,10387,<:__:1477333200815788175>
Kabuki Trim Furfrou,10388,<:__:1477333211724906680>
Pharaoh Trim Furfrou,10389,<:__:1477333222420512799>
Vanilla Cream Berry Sweet Alcremie,10398,<:__:1477333234852434092>
Vanilla Cream Love Sweet Alcremie,10407,<:__:1477333246705402018>
Vanilla Cream Star Sweet Alcremie,10416,<:__:1477333259066015886>
Vanilla Cream Clover Sweet Alcremie,10425,<:__:1477333268968898790>
Vanilla Cream Flower Sweet Alcremie,10434,<:__:1477333278590500895>
Vanilla Cream Ribbon Sweet Alcremie,10443,<:__:1477333290154459268>
Sandy Burmy,10452,<:__:1477333302611546287>
Trash Burmy,10453,<:__:1477333314292682987>
Zygarde Cell,20000,<:__:1477333324807536661>
Zygarde Core,20001,<:__:1477333335674978334>
Zenith Marshadow,20002,<:__:1477333346236235798>
Battle Cyclizar,20003,<:__:1477333356856344658>
Ride Cyclizar,20004,<:__:1477333367467802821>
High-speed Flight Configuration Genesect,20005,<:__:1477333379262447779>
Rotom Pokédex,20006,<:__:1477333391488716880>
Rotom Phone,20007,<:__:1477333403845005524>
Rotom Drone,20008,<:__:1477333414083559456>
Violet Core Minior,20009,<:__:1477333426368679936>
